dataset_name,item_id,source,relative_path,url,local_glb_path,exists_local,status,human_decision,reject_reason,subclass,selected_input_view,alternative_input_view,primary_eval_views,front_quality_score,texture_quality_score,leakage_risk,notes,contact_sheet_page,contact_sheet_path,face_count,mesh_count,material_count,texture_image_count,bbox_extents,group_key
datav2_frame_panels,B073P1GFXV,ABO,V/B073P1GFXV.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/V/B073P1GFXV.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1GFXV.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_001.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_001.jpg,92,1,8,18,0.558995 x 0.028516 x 0.556822,"bbox=0.6,0.0,0.6|face_bin=0|aspect=1.0"
datav2_frame_panels,B07W5BDJ73,ABO,3/B07W5BDJ73.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B07W5BDJ73.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B07W5BDJ73.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_001.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_001.jpg,127654,1,9,21,0.165000 x 0.025000 x 0.216000,"bbox=0.2,0.0,0.2|face_bin=25|aspect=1.3"
datav2_frame_panels,B075YLJMHK,ABO,K/B075YLJMHK.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/K/B075YLJMHK.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/K/B075YLJMHK.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,756,1,10,24,0.381385 x 0.029234 x 0.329805,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YM2VXJ,ABO,J/B075YM2VXJ.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/J/B075YM2VXJ.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B075YM2VXJ.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,3916,1,11,27,0.308428 x 0.030238 x 0.378682,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P5FLX9,ABO,9/B073P5FLX9.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B073P5FLX9.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P5FLX9.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,1732,1,12,30,0.762083 x 0.038162 x 0.761801,"bbox=0.8,0.0,0.8|face_bin=0|aspect=1.0"
datav2_frame_panels,B073P77B6B,ABO,B/B073P77B6B.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/B/B073P77B6B.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/B/B073P77B6B.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,536,1,13,33,0.403840 x 0.009608 x 0.506796,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.3"
datav2_frame_panels,B075YLKFB6,ABO,6/B075YLKFB6.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/6/B075YLKFB6.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B075YLKFB6.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,1020,1,14,36,0.307553 x 0.030495 x 0.304909,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0"
datav2_frame_panels,B073P1BVBV,ABO,V/B073P1BVBV.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/V/B073P1BVBV.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1BVBV.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,348,1,15,39,0.607479 x 0.035997 x 0.405201,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P52NDX,ABO,X/B073P52NDX.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/X/B073P52NDX.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/X/B073P52NDX.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,652,1,16,42,0.508000 x 0.038100 x 0.508000,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0"
datav2_frame_panels,B075YLXVBF,ABO,F/B075YLXVBF.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/F/B075YLXVBF.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B075YLXVBF.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,8346,1,17,45,0.325863 x 0.014046 x 0.402107,"bbox=0.3,0.0,0.4|face_bin=1|aspect=1.2"
datav2_frame_panels,B073NZWZ5F,ABO,F/B073NZWZ5F.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/F/B073NZWZ5F.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073NZWZ5F.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,784,1,18,48,0.380371 x 0.027972 x 0.330313,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YLSC6F,ABO,F/B075YLSC6F.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/F/B075YLSC6F.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B075YLSC6F.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,1020,1,19,51,0.554247 x 0.030398 x 0.453773,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P6HGSG,ABO,G/B073P6HGSG.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/G/B073P6HGSG.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B073P6HGSG.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,188,1,20,54,0.507669 x 0.012793 x 0.406400,"bbox=0.5,0.0,0.4|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P5Y9ST,ABO,T/B073P5Y9ST.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/T/B073P5Y9ST.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P5Y9ST.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_002.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_002.jpg,616,1,21,57,1.018858 x 0.018796 x 1.527162,"bbox=1.0,0.0,1.5|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P5KN5N,ABO,N/B073P5KN5N.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/N/B073P5KN5N.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/N/B073P5KN5N.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,1732,1,22,60,0.304666 x 0.038162 x 0.303551,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0"
datav2_frame_panels,B075YLQTJ3,ABO,3/B075YLQTJ3.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B075YLQTJ3.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B075YLQTJ3.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,1020,1,23,63,0.324813 x 0.027824 x 0.380466,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YLKB9G,ABO,G/B075YLKB9G.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/G/B075YLKB9G.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B075YLKB9G.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,2010,1,24,66,0.459960 x 0.019860 x 0.560783,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B073NZFTH9,ABO,9/B073NZFTH9.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B073NZFTH9.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073NZFTH9.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,1732,1,25,69,0.380731 x 0.028168 x 0.321469,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YMJCH9,ABO,9/B075YMJCH9.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B075YMJCH9.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B075YMJCH9.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,1020,1,26,72,0.380654 x 0.030786 x 0.329962,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P13J43,ABO,3/B073P13J43.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B073P13J43.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P13J43.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,680,1,27,75,0.609292 x 0.038703 x 0.405890,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P5Y9SH,ABO,H/B073P5Y9SH.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/H/B073P5Y9SH.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073P5Y9SH.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,808,1,28,78,0.331853 x 0.012000 x 0.508426,"bbox=0.3,0.0,0.5|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P1H786,ABO,6/B073P1H786.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/6/B073P1H786.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B073P1H786.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,776,1,29,81,1.140846 x 0.034914 x 0.758351,"bbox=1.1,0.0,0.8|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P1KF99,ABO,9/B073P1KF99.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B073P1KF99.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P1KF99.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,164,1,30,84,0.608917 x 0.035227 x 0.405077,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P1H61D,ABO,D/B073P1H61D.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/D/B073P1H61D.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/D/B073P1H61D.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,348,1,31,87,0.911906 x 0.037794 x 0.608260,"bbox=0.9,0.0,0.6|face_bin=0|aspect=1.5"
datav2_frame_panels,B075YLXSJC,ABO,C/B075YLXSJC.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/C/B075YLXSJC.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B075YLXSJC.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,1084,1,32,90,0.324813 x 0.017643 x 0.396733,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P19RVS,ABO,S/B073P19RVS.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/S/B073P19RVS.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P19RVS.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_003.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_003.jpg,316,1,33,93,0.457200 x 0.028575 x 0.558800,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YLQTGZ,ABO,Z/B075YLQTGZ.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Z/B075YLQTGZ.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Z/B075YLQTGZ.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,504,1,34,96,0.461950 x 0.029822 x 0.558142,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P16J7L,ABO,L/B073P16J7L.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/L/B073P16J7L.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P16J7L.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,184,1,35,99,0.454940 x 0.033943 x 0.552148,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P1LM2L,ABO,L/B073P1LM2L.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/L/B073P1LM2L.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1LM2L.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,576,1,36,102,0.559083 x 0.028603 x 0.457802,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2"
datav2_frame_panels,B075YNL7JB,ABO,B/B075YNL7JB.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/B/B075YNL7JB.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/B/B075YNL7JB.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,282,1,37,105,0.461030 x 0.030559 x 0.558191,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B073P1WWTQ,ABO,Q/B073P1WWTQ.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Q/B073P1WWTQ.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Q/B073P1WWTQ.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,736,1,38,108,0.458219 x 0.028543 x 0.557842,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2"
datav2_frame_panels,B073NZGLT1,ABO,1/B073NZGLT1.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/1/B073NZGLT1.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B073NZGLT1.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,864,1,39,111,0.406047 x 0.025588 x 0.610761,"bbox=0.4,0.0,0.6|face_bin=0|aspect=1.5"
datav2_frame_panels,B073P5QJ5T,ABO,T/B073P5QJ5T.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/T/B073P5QJ5T.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P5QJ5T.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,540,1,40,114,0.302843 x 0.014818 x 0.302762,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0"
datav2_frame_panels,B073P51233,ABO,3/B073P51233.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B073P51233.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P51233.glb,true,found,accept,,framed_wall_art,005,004,004;005,,,,,contact_sheet_004.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_004.jpg,288,1,41,117,0.505888 x 0.035746 x 0.503450,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0"
