split_config,split,item_id,group_key,local_glb_path,selected_input_view
mini40,test,B075YNL763,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B075YNL763.glb,005
mini40,test,B077X6WSH1,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B077X6WSH1.glb,005
mini40,test,B075YM2V3Y,"bbox=1.0,0.1,1.2|face_bin=3|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B075YM2V3Y.glb,005
mini40,test,B073P1BVBS,"bbox=0.6,0.0,0.6|face_bin=4|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P1BVBS.glb,005
full101,train,B073P16J7Y,"bbox=0.4,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B073P16J7Y.glb,005
full101,train,B075YL2RQN,"bbox=0.5,0.0,0.7|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/N/B075YL2RQN.glb,005
full101,train,B073P1H786,"bbox=1.1,0.0,0.8|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B073P1H786.glb,005
full101,train,B073P1N45L,"bbox=1.1,0.0,0.8|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1N45L.glb,005
full101,train,B073P6TCQL,"bbox=0.8,0.1,1.0|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P6TCQL.glb,005
full101,train,B073P12PK4,"bbox=0.5,0.0,0.7|face_bin=0|aspect=1.4",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/4/B073P12PK4.glb,005
full101,train,B075YMJBZ8,"bbox=0.6,0.0,0.6|face_bin=1|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/8/B075YMJBZ8.glb,005
full101,train,B073P12T8C,"bbox=0.8,0.0,1.1|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P12T8C.glb,005
full101,train,B079LNFJQX,"bbox=0.2,0.0,0.2|face_bin=16|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/X/B079LNFJQX.glb,005
full101,train,B079L8TCVJ,"bbox=0.2,0.0,0.2|face_bin=16|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B079L8TCVJ.glb,005
full101,train,B073P1BVBS,"bbox=0.6,0.0,0.6|face_bin=4|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P1BVBS.glb,005
full101,train,B073P6HGSG,"bbox=0.5,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B073P6HGSG.glb,005
full101,train,B073P1GGSL,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.1",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1GGSL.glb,005
full101,train,B073P1GB8K,"bbox=1.5,0.1,0.5|face_bin=3|aspect=3.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/K/B073P1GB8K.glb,005
full101,train,B073P5YXDV,"bbox=1.9,0.1,1.9|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P5YXDV.glb,005
full101,train,B07HSMVFLG,"bbox=0.8,0.0,1.0|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B07HSMVFLG.glb,005
full101,train,B07661HPJP,"bbox=0.8,0.0,1.0|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B07661HPJP.glb,005
full101,train,B07HSGKLJL,"bbox=0.8,0.0,1.0|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B07HSGKLJL.glb,005
full101,train,B073NZWZ9W,"bbox=0.8,0.0,1.0|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B073NZWZ9W.glb,005
full101,train,B073P5LN67,"bbox=1.0,0.0,1.0|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/7/B073P5LN67.glb,005
full101,train,B07HSKKXT2,"bbox=1.0,0.0,1.0|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/2/B07HSKKXT2.glb,005
full101,train,B07HSLQY59,"bbox=1.0,0.0,1.0|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B07HSLQY59.glb,005
full101,train,B073NZPN2W,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B073NZPN2W.glb,005
full101,train,B073P17T1P,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B073P17T1P.glb,005
full101,train,B073P1BVJ8,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/8/B073P1BVJ8.glb,005
full101,train,B073P19S5F,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073P19S5F.glb,005
full101,train,B073P1H5Z3,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P1H5Z3.glb,005
full101,train,B075YNL7DH,"bbox=0.4,0.0,0.7|face_bin=0|aspect=1.8",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B075YNL7DH.glb,005
full101,train,B075YLTF8J,"bbox=0.4,0.0,0.7|face_bin=0|aspect=1.8",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B075YLTF8J.glb,005
full101,train,B075YLKB9G,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B075YLKB9G.glb,005
full101,train,B073P16J7L,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P16J7L.glb,005
full101,train,B073P1WWTQ,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Q/B073P1WWTQ.glb,005
full101,train,B075YLQTGZ,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Z/B075YLQTGZ.glb,005
full101,train,B073P1F23Q,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Q/B073P1F23Q.glb,005
full101,train,B073P19RVS,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P19RVS.glb,005
full101,train,B073P19B5T,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P19B5T.glb,005
full101,train,B075YNL7JB,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/B/B075YNL7JB.glb,005
full101,train,B073P1LM8D,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/D/B073P1LM8D.glb,005
full101,train,B075YLXVBF,"bbox=0.3,0.0,0.4|face_bin=1|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B075YLXVBF.glb,005
full101,train,B075YLJMHK,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/K/B075YLJMHK.glb,005
full101,train,B073NZWZ5F,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073NZWZ5F.glb,005
full101,train,B075YL2S9V,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B075YL2S9V.glb,005
full101,train,B073NZFTH9,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073NZFTH9.glb,005
full101,train,B075YL2S8V,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B075YL2S8V.glb,005
full101,train,B075YMJCH9,"bbox=0.4,0.0,0.3|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B075YMJCH9.glb,005
full101,train,B073P5Y9ST,"bbox=1.0,0.0,1.5|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P5Y9ST.glb,005
full101,train,B073P1GFXV,"bbox=0.6,0.0,0.6|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1GFXV.glb,005
full101,train,B075HRC94H,"bbox=0.6,0.0,0.6|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B075HRC94H.glb,005
full101,train,B075YM2V3Y,"bbox=1.0,0.1,1.2|face_bin=3|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B075YM2V3Y.glb,005
full101,train,B073P1H6KJ,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.4",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B073P1H6KJ.glb,005
full101,train,B073P6BQQF,"bbox=0.6,0.1,1.5|face_bin=0|aspect=2.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073P6BQQF.glb,005
full101,train,B073P77B6B,"bbox=0.4,0.0,0.5|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/B/B073P77B6B.glb,005
full101,train,B073P1HRN3,"bbox=0.3,0.0,0.5|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P1HRN3.glb,005
full101,train,B073P5Y9SH,"bbox=0.3,0.0,0.5|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073P5Y9SH.glb,005
full101,train,B073P1N3BY,"bbox=0.4,0.0,0.6|face_bin=2|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B073P1N3BY.glb,005
full101,train,B073P13J3C,"bbox=1.2,0.0,0.8|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P13J3C.glb,005
full101,train,B073NZS57H,"bbox=0.6,0.0,0.8|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073NZS57H.glb,005
full101,train,B075YLKCCW,"bbox=0.6,0.0,0.8|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B075YLKCCW.glb,005
full101,train,B073P1BVTF,"bbox=0.9,0.0,0.6|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073P1BVTF.glb,005
full101,train,B075YNHLD5,"bbox=0.9,0.0,0.6|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/5/B075YNHLD5.glb,005
full101,train,B073P1H61D,"bbox=0.9,0.0,0.6|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/D/B073P1H61D.glb,005
full101,train,B073P14BDC,"bbox=0.8,0.0,0.6|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P14BDC.glb,005
full101,train,B073P5RRF9,"bbox=1.2,0.0,1.1|face_bin=0|aspect=1.1",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P5RRF9.glb,005
full101,train,B073P1BVBV,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1BVBV.glb,005
full101,train,B073P1HYFV,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1HYFV.glb,005
full101,train,B073P13J43,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P13J43.glb,005
full101,train,B073NZT56C,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073NZT56C.glb,005
full101,train,B073P1KF99,"bbox=0.6,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P1KF99.glb,005
full101,train,B07W5BDJ73,"bbox=0.2,0.0,0.2|face_bin=25|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B07W5BDJ73.glb,005
full101,train,B073P1WWTL,"bbox=0.8,0.1,1.0|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1WWTL.glb,005
full101,train,B073P1LM2L,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1LM2L.glb,005
full101,train,B075YLSC6F,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B075YLSC6F.glb,005
full101,train,B075YLMBYB,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/B/B075YLMBYB.glb,005
full101,train,B075YNL7GJ,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B075YNL7GJ.glb,005
full101,train,B075YLRJLP,"bbox=0.6,0.0,0.5|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B075YLRJLP.glb,005
full101,train,B075YLKFB6,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B075YLKFB6.glb,005
full101,train,B073P5KN5N,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/N/B073P5KN5N.glb,005
full101,train,B073P5QJ5T,"bbox=0.3,0.0,0.3|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P5QJ5T.glb,005
full101,train,B075YLPZ9V,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B075YLPZ9V.glb,005
full101,train,B073P5C7JG,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B073P5C7JG.glb,005
full101,val,B073P1D981,"bbox=0.6,0.0,0.4|face_bin=2|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B073P1D981.glb,005
full101,val,B075YLG1B5,"bbox=1.1,0.0,0.8|face_bin=0|aspect=1.4",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/5/B075YLG1B5.glb,005
full101,val,B075YM2VXJ,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B075YM2VXJ.glb,005
full101,val,B075YLQTJ3,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B075YLQTJ3.glb,005
full101,val,B075YLXSJC,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B075YLXSJC.glb,005
full101,val,B075YLQTNP,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.2",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B075YLQTNP.glb,005
full101,val,B073P52NDX,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/X/B073P52NDX.glb,005
full101,val,B073P1S8VZ,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Z/B073P1S8VZ.glb,005
full101,val,B073P51233,"bbox=0.5,0.0,0.5|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P51233.glb,005
full101,val,B077X6WSH1,"bbox=0.5,0.0,0.6|face_bin=0|aspect=1.3",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B077X6WSH1.glb,005
full101,test,B073NZS586,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B073NZS586.glb,005
full101,test,B073P1JNZZ,"bbox=0.3,0.0,0.4|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Z/B073P1JNZZ.glb,005
full101,test,B075HXJ6Q9,"bbox=0.8,0.0,0.8|face_bin=3|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B075HXJ6Q9.glb,005
full101,test,B073P1N4C4,"bbox=0.4,0.0,0.4|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/4/B073P1N4C4.glb,005
full101,test,B073NZGLT1,"bbox=0.4,0.0,0.6|face_bin=0|aspect=1.5",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B073NZGLT1.glb,005
full101,test,B073P1CKJH,"bbox=0.8,0.0,0.8|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073P1CKJH.glb,005
full101,test,B073P5FLX9,"bbox=0.8,0.0,0.8|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P5FLX9.glb,005
full101,test,B073P1H7MS,"bbox=0.8,0.0,0.8|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P1H7MS.glb,005
full101,test,B07HSK626Y,"bbox=0.8,0.0,0.8|face_bin=0|aspect=1.0",/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B07HSK626Y.glb,005
