candidate_rank,asset_id,path,rank_score,flatness_ratio,panel_aspect_ratio,extent_x,extent_y,extent_z,faces,vertices,materials,textures,images,geometry_flags,technical_flags,human_decision,reject_reason,subclass,selected_input_view,alternative_input_view,primary_eval_views,front_quality_score,texture_quality_score,leakage_risk,notes
11,B01GGKYT7M,M/B01GGKYT7M.glb,13.0000,0.076558,2.658560,0.18588,0.014231,0.069917,18646,10675,1,3,3,aspect_panel_like;flatness_good,faces:18646;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
12,B01GGKYUKI,I/B01GGKYUKI.glb,13.0000,0.076558,2.658560,0.18588,0.014231,0.069917,18646,10755,1,3,3,aspect_panel_like;flatness_good,faces:18646;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
13,B01GGKYZQM,M/B01GGKYZQM.glb,13.0000,0.070108,2.903171,0.202982,0.014231,0.069917,18646,10675,1,3,3,aspect_panel_like;flatness_good,faces:18646;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
14,B01GGKZ0V6,6/B01GGKZ0V6.glb,13.0000,0.070108,2.903171,0.202982,0.014231,0.069917,18646,10675,1,3,3,aspect_panel_like;flatness_good,faces:18646;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
15,B01LONPUM4,4/B01LONPUM4.glb,13.0000,0.047500,2.422658,0.0406,0.004672,0.098359,7824,5427,1,3,3,aspect_panel_like;flatness_good,faces:7824;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
16,B01LONQ3TS,S/B01LONQ3TS.glb,13.0000,0.047500,2.422657,0.0406,0.004672,0.098359,7824,5427,1,3,3,aspect_panel_like;flatness_good,faces:7824;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
17,B01LONQ7R6,6/B01LONQ7R6.glb,13.0000,0.055945,2.432153,0.040447,0.005504,0.098374,7890,5379,1,3,3,aspect_panel_like;flatness_good,faces:7890;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
18,B01LONQBDG,G/B01LONQBDG.glb,13.0000,0.055945,2.432153,0.040447,0.005504,0.098374,7890,5379,1,3,3,aspect_panel_like;flatness_good,faces:7890;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
19,B01LP0U5X0,0/B01LP0U5X0.glb,13.0000,0.011451,3.034865,1.86868,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
20,B01LP0UKJE,E/B01LP0UKJE.glb,13.0000,0.011451,3.034865,1.86868,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
21,B01LP0UQX4,4/B01LP0UQX4.glb,13.0000,0.011451,3.034865,1.86868,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
22,B01LP0UX9G,G/B01LP0UX9G.glb,13.0000,0.011360,3.059153,1.883635,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
23,B01LP0V4JY,Y/B01LP0V4JY.glb,13.0000,0.011451,3.034865,1.86868,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
24,B01LP0VBDI,I/B01LP0VBDI.glb,13.0000,0.011451,3.034865,1.86868,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
25,B01LP0VI3G,G/B01LP0VI3G.glb,13.0000,0.011360,3.059153,1.883635,0.021399,0.615737,10752,5734,1,3,3,aspect_panel_like;flatness_good,faces:10752;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
26,B06VVXMJ1S,S/B06VVXMJ1S.glb,13.0000,0.004687,1.147025,0.451021,0.002114,0.39321,1568,914,1,3,3,aspect_panel_like;flatness_good,faces:1568;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
27,B06X19FLTC,C/B06X19FLTC.glb,13.0000,0.003376,2.138396,0.906579,0.00306,0.423953,1568,914,1,3,3,aspect_panel_like;flatness_good,faces:1568;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
28,B06X3W3YQD,D/B06X3W3YQD.glb,13.0000,0.006456,1.171099,0.314933,0.002033,0.268921,1568,914,1,3,3,aspect_panel_like;flatness_good,faces:1568;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
29,B06X6H2WF7,7/B06X6H2WF7.glb,13.0000,0.008631,1.179079,0.248691,0.002146,0.21092,1568,914,1,3,3,aspect_panel_like;flatness_good,faces:1568;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
30,B07121ZVVT,T/B07121ZVVT.glb,13.0000,0.006563,1.498902,2.2804,0.014967,1.52138,2672,1410,1,3,3,aspect_panel_like;flatness_good,faces:2672;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
31,B07121ZVX4,4/B07121ZVX4.glb,13.0000,0.005935,1.367459,2.141397,0.01271,1.565968,2416,1318,1,3,3,aspect_panel_like;flatness_good,faces:2416;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
32,B07121ZVXN,N/B07121ZVXN.glb,13.0000,0.006223,1.265103,2.895149,0.018016,2.288469,6964,5159,1,3,3,aspect_panel_like;flatness_good,faces:6964;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
33,B07121ZWNC,C/B07121ZWNC.glb,13.0000,0.006957,1.389057,2.143782,0.014913,1.543336,1776,986,1,3,3,aspect_panel_like;flatness_good,faces:1776;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
34,B0713T6T4D,D/B0713T6T4D.glb,13.0000,0.030209,1.281952,0.766643,0.982799,0.029689,21768,13470,1,3,3,aspect_panel_like;flatness_good,faces:21768;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
35,B0713T6W1C,C/B0713T6W1C.glb,13.0000,0.052900,1.000001,0.609914,0.609913,0.032265,2412,1592,1,3,3,aspect_panel_like;flatness_good,faces:2412;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
36,B0714MJDXC,C/B0714MJDXC.glb,13.0000,0.009621,1.491997,1.835409,0.017658,1.230169,1076,672,1,3,3,aspect_panel_like;flatness_good,faces:1076;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
37,B0714MJKZW,W/B0714MJKZW.glb,13.0000,0.008651,1.602949,2.447462,0.021173,1.526849,2036,1096,1,3,3,aspect_panel_like;flatness_good,faces:2036;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
38,B0714MJL15,5/B0714MJL15.glb,13.0000,0.006438,1.257518,3.032299,0.019521,2.411336,4160,2282,1,3,3,aspect_panel_like;flatness_good,faces:4160;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
39,B0714MJLPX,X/B0714MJLPX.glb,13.0000,0.007348,1.591273,2.448924,0.017995,1.538972,2816,1490,1,3,3,aspect_panel_like;flatness_good,faces:2816;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
40,B0714MJLTB,B/B0714MJLTB.glb,13.0000,0.004255,1.596711,2.440411,0.010384,1.528399,19910,11197,1,3,3,aspect_panel_like;flatness_good,faces:19910;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
41,B0714MMHBL,L/B0714MMHBL.glb,13.0000,0.007078,1.571677,1.667858,0.011806,1.061196,7200,3882,1,3,3,aspect_panel_like;flatness_good,faces:7200;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
42,B071777YL9,9/B071777YL9.glb,13.0000,0.007721,1.807648,2.754535,0.021269,1.523822,28876,27039,1,3,3,aspect_panel_like;flatness_good,faces:28876;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
43,B071777YN3,3/B071777YN3.glb,13.0000,0.010211,1.511933,1.828079,0.018667,1.209101,5000,2778,1,3,3,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
44,B071777YNX,X/B071777YNX.glb,13.0000,0.010601,1.429280,2.4384,0.025851,1.706033,1616,950,1,3,3,aspect_panel_like;flatness_good,faces:1616;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
45,B0718ZKMW1,1/B0718ZKMW1.glb,13.0000,0.031558,1.353416,0.755783,1.022888,0.032281,28536,17740,1,3,3,aspect_panel_like;flatness_good,faces:28536;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
46,B0718ZKQK8,8/B0718ZKQK8.glb,13.0000,0.047809,1.505295,0.605742,0.91182,0.043593,2224,1883,1,3,3,aspect_panel_like;flatness_good,faces:2224;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
47,B0719FLQP3,3/B0719FLQP3.glb,13.0000,0.004386,1.443038,2.8956,0.0127,2.0066,9920,5252,1,3,3,aspect_panel_like;flatness_good,faces:9920;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
48,B0719STDHT,T/B0719STDHT.glb,13.0000,0.004463,1.491866,1.827469,0.008155,1.224955,3072,1734,1,3,3,aspect_panel_like;flatness_good,faces:3072;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
49,B0719STF79,9/B0719STF79.glb,13.0000,0.008130,1.374908,3.220641,0.026183,2.342441,50060,42323,1,3,3,aspect_panel_like;flatness_good,faces:50060;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
50,B0719STF99,9/B0719STF99.glb,13.0000,0.004180,1.500668,1.814098,0.007582,1.20886,2816,1732,1,3,3,aspect_panel_like;flatness_good,faces:2816;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
51,B0719STKS9,9/B0719STKS9.glb,13.0000,0.006497,2.980568,2.413332,0.015678,0.809689,3056,1634,1,3,3,aspect_panel_like;flatness_good,faces:3056;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
52,B0719STKTS,S/B0719STKTS.glb,13.0000,0.008982,1.248246,2.924603,0.026268,2.34297,5312,2939,1,3,3,aspect_panel_like;flatness_good,faces:5312;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
53,B0719STLK8,8/B0719STLK8.glb,13.0000,0.005897,1.258800,2.90215,0.017115,2.305489,1076,684,1,3,3,aspect_panel_like;flatness_good,faces:1076;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
54,B0719STLKT,T/B0719STLKT.glb,13.0000,0.010557,1.506574,1.838467,0.019408,1.220297,110560,58632,1,3,3,aspect_panel_like;flatness_good,faces:110560;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
55,B0719STLL8,8/B0719STLL8.glb,13.0000,0.007086,2.868081,2.451539,0.017371,0.854766,1408,818,1,3,3,aspect_panel_like;flatness_good,faces:1408;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
56,B0719STLRW,W/B0719STLRW.glb,13.0000,0.003385,1.383458,3.305715,0.011189,2.389459,1236,666,1,3,3,aspect_panel_like;flatness_good,faces:1236;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
57,B0719STLSH,H/B0719STLSH.glb,13.0000,0.004511,1.600000,2.4384,0.011,1.524,2496,1414,1,3,3,aspect_panel_like;flatness_good,faces:2496;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
58,B0719STM26,6/B0719STM26.glb,13.0000,0.006018,1.000266,2.443289,0.014708,2.44394,4200,2702,1,3,3,aspect_panel_like;flatness_good,faces:4200;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
59,B0719STM6D,D/B0719STM6D.glb,13.0000,0.004255,1.596711,3.421635,0.014559,2.142927,19910,21808,1,3,3,aspect_panel_like;flatness_good,faces:19910;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
60,B0719SX5NS,S/B0719SX5NS.glb,13.0000,0.007491,1.584225,1.697648,0.012718,1.071596,5000,2774,1,3,3,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
61,B0719SX5P1,1/B0719SX5P1.glb,13.0000,0.006312,3.355501,2.275643,0.014364,0.678183,11864,11245,1,3,3,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
62,B0719SX5PL,L/B0719SX5PL.glb,13.0000,0.005950,1.400592,2.134502,0.0127,1.524,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
63,B0719SX5T7,7/B0719SX5T7.glb,13.0000,0.005860,1.399974,2.132702,0.012498,1.523387,7136,3998,1,3,3,aspect_panel_like;flatness_good,faces:7136;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
64,B071FJZVPH,H/B071FJZVPH.glb,13.0000,0.004068,1.246654,2.583962,0.010512,2.072717,2800,5547,1,3,3,aspect_panel_like;flatness_good,faces:2800;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
65,B071HBBDZ1,1/B071HBBDZ1.glb,13.0000,0.052426,1.003237,0.381739,0.380507,0.020013,8532,4518,1,3,3,aspect_panel_like;flatness_good,faces:8532;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
66,B071HBC338,8/B071HBC338.glb,13.0000,0.033734,1.000000,1.076925,1.076925,0.036329,6400,4162,1,3,3,aspect_panel_like;flatness_good,faces:6400;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
67,B071J4SDZZ,Z/B071J4SDZZ.glb,13.0000,0.010900,1.263736,2.921,0.031839,2.3114,1616,950,1,3,3,aspect_panel_like;flatness_good,faces:1616;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
68,B071J4VX5C,C/B071J4VX5C.glb,13.0000,0.011267,1.324983,3.198916,0.036041,2.414306,3280,1764,1,3,3,aspect_panel_like;flatness_good,faces:3280;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
69,B071J4VX6D,D/B071J4VX6D.glb,13.0000,0.006974,1.258984,2.867267,0.019996,2.277445,2628,1460,1,3,3,aspect_panel_like;flatness_good,faces:2628;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
70,B071J4VX7B,B/B071J4VX7B.glb,13.0000,0.004065,3.326188,2.274893,0.009247,0.683934,1248,769,1,3,3,aspect_panel_like;flatness_good,faces:1248;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
71,B071J4VX9C,C/B071J4VX9C.glb,13.0000,0.012059,1.272135,2.896969,0.034934,2.27725,5000,2778,1,3,3,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
72,B071J4VX9H,H/B071J4VX9H.glb,13.0000,0.007757,1.570759,1.676,0.013,1.067,7376,3982,1,3,3,aspect_panel_like;flatness_good,faces:7376;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
73,B071J4VYGH,H/B071J4VYGH.glb,13.0000,0.006957,1.238545,3.042351,0.021164,2.456391,1776,986,1,3,3,aspect_panel_like;flatness_good,faces:1776;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
74,B071J4VYJL,L/B071J4VYJL.glb,13.0000,0.006390,1.255703,3.038541,0.019415,2.419792,2672,1410,1,3,3,aspect_panel_like;flatness_good,faces:2672;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
75,B071J4VYK1,1/B071J4VYK1.glb,13.0000,0.006378,1.255703,3.038346,0.019377,2.419637,42752,21666,1,3,3,aspect_panel_like;flatness_good,faces:42752;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
76,B071J4VYKT,T/B071J4VYKT.glb,13.0000,0.004252,1.313220,3.200629,0.01361,2.437238,3204,1670,1,3,3,aspect_panel_like;flatness_good,faces:3204;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
77,B071J4VYW4,4/B071J4VYW4.glb,13.0000,0.004222,1.278926,3.052694,0.012889,2.38692,3040,1698,1,3,3,aspect_panel_like;flatness_good,faces:3040;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
78,B071J4VYXF,F/B071J4VYXF.glb,13.0000,0.006312,3.355500,2.275644,0.014364,0.678183,11864,11245,1,3,3,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
79,B071J4VYXJ,J/B071J4VYXJ.glb,13.0000,0.006312,3.355501,2.275643,0.014364,0.678183,11864,11245,1,3,3,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
80,B071KX42WG,G/B071KX42WG.glb,13.0000,0.022938,1.090861,1.010556,0.926384,0.02318,13818,8931,1,3,3,aspect_panel_like;flatness_good,faces:13818;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
81,B071LQFCVL,L/B071LQFCVL.glb,13.0000,0.003900,1.593361,2.440852,0.009519,1.531889,24298,17168,1,3,3,aspect_panel_like;flatness_good,faces:24298;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
82,B071LQHVJT,T/B071LQHVJT.glb,13.0000,0.003686,1.596334,1.652098,0.006089,1.034932,11864,10950,1,3,3,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
83,B071LQHVJZ,Z/B071LQHVJZ.glb,13.0000,0.005950,1.400592,2.134502,0.0127,1.524,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
84,B071LQHVKF,F/B071LQHVKF.glb,13.0000,0.006223,1.265103,2.895149,0.018016,2.288469,6964,5159,1,3,3,aspect_panel_like;flatness_good,faces:6964;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
85,B071LQHVQ8,8/B071LQHVQ8.glb,13.0000,0.009437,1.364322,2.080785,0.019636,1.525142,3712,2098,1,3,3,aspect_panel_like;flatness_good,faces:3712;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
86,B071LQHVYN,N/B071LQHVYN.glb,13.0000,0.007211,1.528725,1.761311,0.0127,1.152144,1344,718,1,3,3,aspect_panel_like;flatness_good,faces:1344;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
87,B071LQHVZB,B/B071LQHVZB.glb,13.0000,0.004808,1.433342,2.079902,0.01,1.451085,4800,2487,1,3,3,aspect_panel_like;flatness_good,faces:4800;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
88,B071LQHW1P,P/B071LQHW1P.glb,13.0000,0.006177,1.421013,2.144305,0.013246,1.508998,8084,6102,1,3,3,aspect_panel_like;flatness_good,faces:8084;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
89,B071LQJ4XF,F/B071LQJ4XF.glb,13.0000,0.007578,1.570759,1.676,0.0127,1.067,7496,4222,1,3,3,aspect_panel_like;flatness_good,faces:7496;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
90,B071NHXGFY,Y/B071NHXGFY.glb,13.0000,0.028605,1.199651,0.594357,0.713021,0.020396,10240,5464,1,3,3,aspect_panel_like;flatness_good,faces:10240;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
91,B071PB2H7N,N/B071PB2H7N.glb,13.0000,0.006416,1.499581,1.821271,0.011686,1.21452,1280,772,1,3,3,aspect_panel_like;flatness_good,faces:1280;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
92,B071PB4VK1,1/B071PB4VK1.glb,13.0000,0.006044,1.394640,2.115203,0.012785,1.516666,7504,4046,1,3,3,aspect_panel_like;flatness_good,faces:7504;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
93,B071RNW4SV,V/B071RNW4SV.glb,13.0000,0.041667,1.000000,0.9144,0.9144,0.0381,57646,33736,1,3,3,aspect_panel_like;flatness_good,faces:57646;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
94,B071SHHZT2,2/B071SHHZT2.glb,13.0000,0.005898,1.258579,2.901696,0.017115,2.305533,1076,684,1,3,3,aspect_panel_like;flatness_good,faces:1076;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
95,B071SHHZTC,C/B071SHHZTC.glb,13.0000,0.004184,1.595819,2.442428,0.01022,1.530517,1874,1338,1,3,3,aspect_panel_like;flatness_good,faces:1874;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
96,B071SHHZVC,C/B071SHHZVC.glb,13.0000,0.007359,1.508583,1.832683,0.013487,1.214837,4160,2282,1,3,3,aspect_panel_like;flatness_good,faces:4160;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
97,B071SHHZVG,G/B071SHHZVG.glb,13.0000,0.007287,1.554809,2.36485,0.017232,1.520991,3328,1878,1,3,3,aspect_panel_like;flatness_good,faces:3328;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
98,B071SHHZVZ,Z/B071SHHZVZ.glb,13.0000,0.011206,1.502812,2.285906,0.025617,1.521086,5000,2778,1,3,3,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
99,B071SHLFH6,6/B071SHLFH6.glb,13.0000,0.006957,1.389057,2.143782,0.014913,1.543336,1776,986,1,3,3,aspect_panel_like;flatness_good,faces:1776;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
100,B071SHLFHN,N/B071SHLFHN.glb,13.0000,0.006781,1.572603,1.676934,0.011372,1.066343,3538,1989,1,3,3,aspect_panel_like;flatness_good,faces:3538;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
101,B071SHLFHX,X/B071SHLFHX.glb,13.0000,0.005353,1.382900,3.293715,0.017632,2.381746,1280,772,1,3,3,aspect_panel_like;flatness_good,faces:1280;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
102,B071SHLFKP,P/B071SHLFKP.glb,13.0000,0.005828,1.388332,2.211473,0.012889,1.592899,5312,2944,1,3,3,aspect_panel_like;flatness_good,faces:5312;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
103,B071SHLFL6,6/B071SHLFL6.glb,13.0000,0.007659,1.485153,1.846193,0.01414,1.2431,1700,1040,1,3,3,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
104,B071SHLFLM,M/B071SHLFLM.glb,13.0000,0.005935,1.367459,2.141397,0.01271,1.565968,2416,1318,1,3,3,aspect_panel_like;flatness_good,faces:2416;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
105,B071SHLFLS,S/B071SHLFLS.glb,13.0000,0.007484,1.321415,3.227807,0.024158,2.442689,5000,2774,1,3,3,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
106,B071SHLFLX,X/B071SHLFLX.glb,13.0000,0.005474,1.522320,1.7452,0.009553,1.146408,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
107,B071V8DQTL,L/B071V8DQTL.glb,13.0000,0.068392,1.715410,0.707205,1.213147,0.082969,15278,10542,1,3,3,aspect_panel_like;flatness_good,faces:15278;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
108,B071V8H94C,C/B071V8H94C.glb,13.0000,0.103973,1.000001,0.585271,0.585271,0.060853,11160,5802,1,3,3,aspect_panel_like;flatness_good,faces:11160;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
109,B071V8LJQJ,J/B071V8LJQJ.glb,13.0000,0.051485,1.003237,0.381739,0.380507,0.019654,4302,3110,1,3,3,aspect_panel_like;flatness_good,faces:4302;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
110,B071V8M937,7/B071V8M937.glb,13.0000,0.083264,1.004141,0.509192,0.507092,0.042397,5730,4018,1,3,3,aspect_panel_like;flatness_good,faces:5730;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
